Ticker,date,open,high,low,close,volume,Open Interest
BANKNIFTY,25-06-2021 09:15:00,34916.70,34979.90,34915.80,34953.80,0,0
BANKNIFTY,25-06-2021 09:16:00,34946.70,35027.20,34946.70,35017.90,0,0
BANKNIFTY,25-06-2021 09:17:00,35022.20,35039.40,35007.40,35028.30,0,0
BANKNIFTY,25-06-2021 09:18:00,35029.80,35040.80,35001.90,35013.20,0,0
BANKNIFTY,25-06-2021 09:19:00,35013.30,35033.60,35012.10,35028.60,0,0
BANKNIFTY,25-06-2021 09:20:00,35027.80,35036.20,34986.30,34996.80,0,0
BANKNIFTY,25-06-2021 09:21:00,34994.80,35019.30,34974.90,34974.90,0,0
BANKNIFTY,25-06-2021 09:22:00,34976.50,34982.10,34961.30,34967.80,0,0
BANKNIFTY,25-06-2021 09:23:00,34970.20,34994.20,34963.40,34991.90,0,0
BANKNIFTY,25-06-2021 09:24:00,34995.00,35001.70,34985.80,34994.80,0,0
BANKNIFTY,25-06-2021 09:25:00,35000.90,35000.90,34973.60,34976.40,0,0
BANKNIFTY,25-06-2021 09:26:00,34974.80,34986.30,34970.60,34972.80,0,0
BANKNIFTY,25-06-2021 09:27:00,34975.70,34978.40,34959.40,34972.30,0,0
BANKNIFTY,25-06-2021 09:28:00,34979.20,35004.90,34977.10,35002.70,0,0
BANKNIFTY,25-06-2021 09:29:00,35008.40,35010.30,34994.90,34999.10,0,0
BANKNIFTY,25-06-2021 09:30:00,34997.70,35001.40,34959.00,34963.60,0,0
BANKNIFTY,25-06-2021 09:31:00,34962.60,35015.70,34962.60,35000.30,0,0
BANKNIFTY,25-06-2021 09:32:00,34999.70,35021.90,34999.70,35021.30,0,0
BANKNIFTY,25-06-2021 09:33:00,35024.30,35043.20,35015.40,35032.90,0,0
BANKNIFTY,25-06-2021 09:34:00,35040.40,35063.60,35034.60,35055.90,0,0
BANKNIFTY,25-06-2021 09:35:00,35052.80,35084.80,35048.70,35081.00,0,0
BANKNIFTY,25-06-2021 09:36:00,35081.10,35104.80,35077.40,35103.10,0,0
BANKNIFTY,25-06-2021 09:37:00,35105.80,35131.70,35101.10,35122.30,0,0
BANKNIFTY,25-06-2021 09:38:00,35127.50,35144.80,35123.90,35125.00,0,0
BANKNIFTY,25-06-2021 09:39:00,35126.40,35137.20,35112.20,35131.80,0,0
BANKNIFTY,25-06-2021 09:40:00,35131.10,35138.90,35098.40,35099.90,0,0
BANKNIFTY,25-06-2021 09:41:00,35093.10,35112.90,35093.10,35109.80,0,0
BANKNIFTY,25-06-2021 09:42:00,35111.80,35116.90,35100.30,35113.30,0,0
BANKNIFTY,25-06-2021 09:43:00,35115.70,35124.80,35105.80,35121.00,0,0
BANKNIFTY,25-06-2021 09:44:00,35127.30,35132.10,35098.20,35099.70,0,0
BANKNIFTY,25-06-2021 09:45:00,35103.20,35151.20,35099.40,35147.80,0,0
BANKNIFTY,25-06-2021 09:46:00,35133.10,35141.00,35118.30,35118.30,0,0
BANKNIFTY,25-06-2021 09:47:00,35116.30,35126.20,35108.30,35120.70,0,0
BANKNIFTY,25-06-2021 09:48:00,35121.90,35127.90,35098.60,35098.60,0,0
BANKNIFTY,25-06-2021 09:49:00,35098.20,35102.80,35090.80,35090.80,0,0
BANKNIFTY,25-06-2021 09:50:00,35092.90,35096.00,35081.70,35094.80,0,0
BANKNIFTY,25-06-2021 09:51:00,35095.50,35099.80,35092.30,35096.00,0,0
BANKNIFTY,25-06-2021 09:52:00,35096.60,35099.60,35090.60,35099.60,0,0
BANKNIFTY,25-06-2021 09:53:00,35104.70,35110.90,35056.90,35066.20,0,0
BANKNIFTY,25-06-2021 09:54:00,35064.70,35074.30,35057.50,35057.50,0,0
BANKNIFTY,25-06-2021 09:55:00,35057.30,35078.80,35050.30,35073.20,0,0
BANKNIFTY,25-06-2021 09:56:00,35073.00,35073.60,35036.70,35036.70,0,0
BANKNIFTY,25-06-2021 09:57:00,35046.00,35048.30,35036.30,35045.80,0,0
BANKNIFTY,25-06-2021 09:58:00,35043.10,35045.00,35030.30,35034.40,0,0
BANKNIFTY,25-06-2021 09:59:00,35035.90,35039.40,35022.80,35039.40,0,0
BANKNIFTY,25-06-2021 10:00:00,35036.70,35038.40,35017.80,35024.30,0,0
BANKNIFTY,25-06-2021 10:01:00,35028.80,35056.60,35025.40,35056.40,0,0
BANKNIFTY,25-06-2021 10:02:00,35059.10,35066.60,35058.10,35066.30,0,0
BANKNIFTY,25-06-2021 10:03:00,35068.10,35073.00,35045.70,35052.30,0,0
BANKNIFTY,25-06-2021 10:04:00,35047.70,35050.80,35028.60,35031.20,0,0
BANKNIFTY,25-06-2021 10:05:00,35028.00,35029.30,35015.50,35024.90,0,0
BANKNIFTY,25-06-2021 10:06:00,35024.70,35030.30,35000.20,35023.00,0,0
BANKNIFTY,25-06-2021 10:07:00,35021.70,35024.10,35007.20,35013.90,0,0
BANKNIFTY,25-06-2021 10:08:00,35007.30,35027.30,35002.50,35026.90,0,0
BANKNIFTY,25-06-2021 10:09:00,35023.90,35067.60,35023.90,35063.70,0,0
BANKNIFTY,25-06-2021 10:10:00,35065.20,35083.90,35055.90,35083.90,0,0
